id_ubicacion;comuna;tipo_de_calle;direccion
15195;Comuna 8;AUTOPISTA;DELLEPIANE, LUIS, TTE. GRAL. 5094
15196;Comuna 4;AVENIDA;ESPORA, TOMAS, CORONEL DE MARINA y BROWN, ALTE. AV.
15197;Comuna 1;AVENIDA;PASEO COLON AV. 1300
15198;Comuna 5;AVENIDA;INDEPENDENCIA AV. 3566
15199;Comuna 3;CALLE;URQUIZA, GRAL. 1062
15200;Comuna 7;CALLE;BARROS PAZOS, JOSE Y AZUL, PASAJE
15201;Comuna 4;CALLE;BARCO CENTENERA DEL y ESQUIU
15202;Comuna 5;AVENIDA;INDEPENDENCIA AV. 3949
15203;Comuna 3;AVENIDA;HUMBERTO 1° y ENTRE RIOS AV.
15204;Comuna 14;CALLE;ARMENIA y COSTA RICA
15205;Comuna 2;CALLE;JUNCAL y SANCHEZ DE BUSTAMANTE
15206;Comuna 1;CALLE;PIEDRAS y YRIGOYEN, HIPOLITO
15207;Comuna 3;CALLE;LA RIOJA 462
15208;Comuna 15;AVENIDA;BEIRO, FRANCISCO AV. y TERRADA
15209;Comuna 12;AVENIDA;CONGRESO AV. 4999
15210;Comuna 8;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. 2950
15211;Comuna 4;CALLE;CACHI y GRITO DE ASENCIO
15212;Comuna 1;CALLE;LIMA 633
15213;Comuna 15;CALLE;CORDOBA y OLLEROS
15214;Comuna 3;AUTOPISTA;AUTOPISTA 25 DE MAYO Y ENTRE RIOS AV.
15215;Comuna 8;AVENIDA;CASTAÑARES AV. y DE LA TORRE, LISANDRO
15216;Comuna 9;AVENIDA;CASTRO, EMILIO AV. 5550
15217;Comuna 8;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. 2855
15218;Comuna 11;CALLE;ALLENDE 3389
15219;Comuna 15;CALLE;ZABALA y FRAGA
15220;Comuna 3;CALLE;GOMEZ, VALENTIN 2886
15221;Comuna 14;AVENIDA;SINCLAIR y CERVIÑO AV.
15222;Comuna 4;AVENIDA;AUSTRALIA AV. y LUZURIAGA
15223;Comuna 11;AVENIDA;LINCOLN AV. y BEIRO, FRANCISCO AV.
15224;Comuna 2;AVENIDA;DEL LIBERTADOR AV. 1248
15225;Comuna 8;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. 2975
15226;Comuna 9;AVENIDA;DIRECTORIO AV. y LARRAYA
15227;Comuna 8;CALLE;SAN PEDRITO y BERON DE ASTRADA
15228;Comuna 10;CALLE;CHIVILCOY 1250
15229;Comuna 3;CALLE;CASTELLI 260
15230;Comuna 5;CALLE;ROCAMORA 4343
15231;Comuna 10;CALLE;LOPE DE VEGA 559
15232;Comuna 8;CALLE;RIVERA, FRUCTUOSO, GENERAL y LAFUENTE
15233;Comuna 3;CALLE;YRIGOYEN, HIPOLITO 3154
15234;Comuna 10;CALLE;LEOPARDI y ZELADA
15235;Comuna 9;AV. GRAL. PAZ;PAZ, GRAL. AV. 12950
15236;Comuna 12;AVENIDA;GOYENECHE, ROBERTO PARQUE AV. y RUIZ HUIDOBRO AV.
15237;Comuna 15;AVENIDA;CORDOBA AV. y ARENAL, CONCEPCION
15238;Comuna 14;AVENIDA;CORDOBA AV. 5869
15239;Comuna 6;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 1084
15240;Comuna 10;AVENIDA;SEGUROLA AV. 1477
15241;Comuna 2;AVENIDA;PUEYRREDON AV. 1655
15242;Comuna 3;AVENIDA;INDEPENDENCIA AV. 2506
15243;Comuna 7;AVENIDA;DIRECTORIO AV. 1140
15244;Comuna 2;AVENIDA;DEL LIBERTADOR AV. 946
15245;Comuna 7;AVENIDA;RIVADAVIA AV. 7645
15246;Comuna 13;CALLE;AMENABAR 1900
15247;Comuna 11;CALLE;SANABRIA 2668
15248;Comuna 6;CALLE;ALVAREZ, DONATO, TTE. GRAL. 221
15249;Comuna 1;CALLE;CIUDADELA y LIMA
15250;Comuna 9;AUTOPISTA;CASCO 349
15251;Comuna 1;AVENIDA;ANTARTIDA ARGENTINA AV. 1480
15252;Comuna 9;AVENIDA;FRAGUEIRO y RESERVISTAS ARGENTINOS AV.
15253;Comuna 12;AVENIDA;MONROE 5231
15254;Comuna 4;AVENIDA;ALCORTA, AMANCIO AV. y ANCASTE
15255;Comuna 1;AVENIDA;ANTARTIDA ARGENTINA AV. 1110
15256;Comuna 11;CALLE;GALICIA 1982
15257;Comuna 11;CALLE;TERRADA y ARREGUI
15258;Comuna 2;CALLE;ALVEAR, MARCELO T. DE 1887
15259;Comuna 10;CALLE;BAHIA BLANCA y MIRANDA
15260;Comuna 9;CALLE;CAAGUAZU 6348
15261;Comuna 6;CALLE;OTAMENDI 476
15262;Comuna 9;AV. GRAL. PAZ;PAZ, GRAL. AV. y GARZON EUGENIO GENERAL
15263;Comuna 10;AVENIDA;BEIRO, FRANCISCO AV. 5484
15264;Comuna 15;AVENIDA;DORREGO AV. 846
15265;Comuna 13;AVENIDA;FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA
15266;Comuna 15;AVENIDA;LACROZE, FEDERICO AV. 4088
15267;Comuna 5;CALLE;MAZA 2287
15268;Comuna 6;CALLE;NEUQUEN 730
15269;Comuna 5;CALLE;CONSTITUCION 3791
15270;Comuna 11;CALLE;SANABRIA 3170
15271;Comuna 1;CALLE;RODRIGUEZ PEÑA 612
15272;Comuna 1;CALLE;TACUARI 752
15273;Comuna 10;AV. GRAL. PAZ;PAZ, GRAL. AV. 9882
15274;Comuna 5;AVENIDA;CORRIENTES AV. 4410
15275;Comuna 10;AVENIDA;ACOSTA, MARIANO AV. y RAFAELA
15276;Comuna 10;AVENIDA;YERBAL y CORRO, MIGUEL C. DEL, CANONIGO AV.
15277;Comuna 11;AVENIDA;CHIVILCOY AV. 3900
15278;Comuna 10;AVENIDA;ACOSTA, MARIANO AV. 228
15279;Comuna 11;CALLE;SANABRIA y NAZARRE
15280;Comuna 2;CALLE;JUNIN 1496
15281;Comuna 1;CALLE;CERRITO y PERON, JUAN DOMINGO, TTE. GENERAL
15282;Comuna 1;CALLE;TALCAHUANO y VIAMONTE
15283;Comuna 4;CALLE;VIEYTES y CALIFORNIA
15284;Comuna 3;AVENIDA;BELGRANO AV. 1974
15285;Comuna 10;AVENIDA;RIVADAVIA AV. 8896
15286;Comuna 1;AVENIDA;RAMOS MEJIA, JOSE MARIA, DR. AV. Y FERNANDEZ, SARA BEATRIZ
15287;Comuna 14;AVENIDA;CHENAUT, INDALESIO, GRAL. AV. y HUERGO
15288;Comuna 6;AVENIDA;LA PLATA AV. 955
15289;Comuna 1;CALLE;PERU 950
15290;Comuna 13;CALLE;COMPLEJO CIUDAD UNIVERSITARIA (SIN NOMBRE OFICIAL)
15291;Comuna 15;CALLE;MARECHAL, LEOPOLDO 1242
15292;Comuna 5;CALLE;LEZICA 4215
15293;Comuna 4;CALLE;MAGALLANES e ISABEL LA CATOLICA
15294;Comuna 5;AVENIDA;BOEDO AV. e INCLAN
15295;Comuna 11;AVENIDA;JUSTO, JUAN B. AV. 4605
15296;Comuna 12;AVENIDA;DE LOS CONSTITUYENTES AV. 4543
15297;Comuna 1;AVENIDA;DE LOS INMIGRANTES AV. y ANTARTIDA ARGENTINA AV.
15298;Comuna 15;AVENIDA;OSORIO y GARMENDIA AV.
15299;Comuna 11;CALLE;LASCANO y HELGUERA
15300;Comuna 8;CALLE;ALVAREZ, CRISOSTOMO y ARAUJO
15301;Comuna 14;CALLE;ELIZALDE, RUFINO DE y CASTILLA, RAMON, MARISCAL
15302;Comuna 12;CALLE;ALVAREZ PRADO, MANUEL 2500
15303;Comuna 2;CALLE;LARREA y PEÑA
15304;Comuna 8;CALLE;CAÑADA DE GOMEZ 5179
15305;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL. AV. 4922
15306;Comuna 13;AVENIDA;LARRALDE, CRISOLOGO AV. y CABILDO AV.
15307;Comuna 1;AVENIDA;HUERGO, ING. AV. 350
15308;Comuna 1;AVENIDA;REPUBLICA BOLIVARIANA DE VENEZUELA y PASEO COLON AV.
15309;Comuna 11;AVENIDA;BEIRO, FRANCISCO AV. 5075
15310;Comuna 6;AVENIDA;RIVADAVIA AV. 4536
15311;Comuna 14;AVENIDA;REPUBLICA ARABE SIRIA y CERVIÑO AV.
15312;Comuna 1;AVENIDA;RAMOS MEJIA, JOSE MARIA, DR. AV. 1600
15313;Comuna 9;AVENIDA;RIVADAVIA AV. 10588
15314;Comuna 12;AVENIDA;ZAPIOLA y CONGRESO AV.
15315;Comuna 13;CALLE;AMENABAR 2574
15316;Comuna 13;CALLE;ARCOS 1860
15317;Comuna 3;CALLE;CONSTITUCION y RINCON
15318;Comuna 12;CALLE;HELGUERA y LADINES
15319;Comuna 2;CALLE;ALVEAR, MARCELO T. DE 1665
15320;Comuna 1;CALLE;MEXICO 1400
15321;Comuna 4;CALLE;GARIBALDI 1430
15322;Comuna 8;CALLE;SOMELLERA y CAFAYATE
15323;Comuna 6;CALLE;ROSARIO 862
15324;Comuna 4;CALLE;NECOCHEA y VALLE, ARISTOBULO DEL
15325;Comuna 4;CALLE;BRANDSEN 400
15326;Comuna 13;AV. GRAL. PAZ;3 DE FEBRERO y PAZ, GRAL. AV.
15327;Comuna 1;AVENIDA;CASEROS AV. y BOLIVAR
15328;Comuna 10;AVENIDA;BEIRO, FRANCISCO AV. 5600
15329;Comuna 8;AVENIDA;GORDILLO, TIMOTEO y ROCA, CNEL. AV.
15330;Comuna 10;AVENIDA;RIVADAVIA AV. 8930
15331;Comuna 7;CALLE;PICHEUTA y SARAZA
15332;Comuna 10;CALLE;VIRGILIO 2765
15333;Comuna 4;CALLE;VILLAFAÑE, WENCESLAO 437
15334;Comuna 1;CALLE;VERA PEÑALOZA, ROSARIO 380
15335;Comuna 4;CALLE;RUY DIAZ DE GUZMAN y BRANDSEN
15336;Comuna 4;AUTOPISTA;AU. BUENOS AIRES - LA PLATA KM. 5
15337;Comuna 7;AVENIDA;CARABOBO AV. 50
15338;Comuna 10;AVENIDA;GALLARDO y JUSTO, JUAN B. AV.
15339;Comuna 8;AVENIDA;ROCA, CNEL. AV. 4795
15340;Comuna 13;AVENIDA;DEL LIBERTADOR AV. y HERNANDEZ, JOSE
15341;Comuna 9;AVENIDA;DIRECTORIO AV. 4525
15342;Comuna 4;AVENIDA;SAENZ AV. 1000
15343;Comuna 6;AVENIDA;GOYENA, PEDRO AV. 481
15344;Comuna 3;AVENIDA;PUEYRREDON AV. 544
15345;Comuna 9;CALLE;MIRALLA y PATRON
15346;Comuna 12;CALLE;ACCESO NORTE - PANAMERICANA Y HOLMBERG
15347;Comuna 8;CALLE;MURGUIONDO y BATLLE Y ORDOÑEZ, JOSE P.T.
15348;Comuna 14;CALLE;PARAGUAY 3827
15349;Comuna 9;CALLE;PIZARRO y GUAMINI
15350;Comuna 8;CALLE;MURGUIONDO 4072
15351;Comuna 1;CALLE;MONTEVIDEO 1947
15352;Comuna 12;CALLE;NAHUEL HUAPI y DIAZ COLODRERO
15353;Comuna 2;CALLE;PARAGUAY y GALLO
15354;Comuna 8;CALLE;FRAGATA 25 DE MAYO y CAÑONERA AMERICA
15355;Comuna 3;CALLE;ANCHORENA, TOMAS MANUEL DE, DR. 216
15356;Comuna 9;CALLE;RODO, JOSE E. 5453
15357;Comuna 9;AV. GRAL. PAZ;PAZ, GRAL. AV. 13194
15358;Comuna 12;AV. GRAL. PAZ;PAZ, GRAL AV., KM. 7
15359;Comuna 9;AVENIDA;DE LA TORRE, LISANDRO AV. 2275
15360;Comuna 15;AVENIDA;CALDAS y CHORROARIN AV.
15361;Comuna 11;AVENIDA;BEIRO, FRANCISCO AV. 5037
15362;Comuna 1;AVENIDA;DEL LIBERTADOR AV. 50
15363;Comuna 4;AVENIDA;SAENZ AV. 875
15364;Comuna 15;AVENIDA;ALVAREZ THOMAS AV. y DUMONT, SANTOS
15365;Comuna 10;AVENIDA;CARRASCO AV. y AVELLANEDA
15366;Comuna 3;AVENIDA;CORDOBA AV. 2260
15367;Comuna 12;AVENIDA;OLAZABAL AV. 4823
15368;Comuna 10;AVENIDA;RIVADAVIA AV. 8473
15369;Comuna 13;CALLE;NUÑEZ 1642
15370;Comuna 6;CALLE;GAINZA, MARTIN DE, GRAL. y VALLESE, FELIPE
15371;Comuna 10;CALLE;MADRID 6994
15372;Comuna 1;AVENIDA;TACUARI y SAN JUAN AV.
15373;Comuna 3;AVENIDA;CORRIENTES AV. 1900
15374;Comuna 6;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 680
15375;Comuna 13;AVENIDA;QUESADA y DEL LIBERTADOR AV.
15376;Comuna 3;AVENIDA;CALLAO AV. 542
15377;Comuna 1;AVENIDA;CASEROS AV. 975
15378;Comuna 3;AVENIDA;INDEPENDENCIA AV. y CATAMARCA
15379;Comuna 8;AVENIDA;DELLEPIANE, LUIS, TTE. GRAL. y ESCALADA AV.
15380;Comuna 8;CALLE;SALADILLO y FERRE
15381;Comuna 5;CALLE;SARMIENTO 3578
15382;Comuna 10;CALLE;ARREGUI 5142
15383;Comuna 4;CALLE;OLAVARRIA y NECOCHEA
15384;Comuna 6;CALLE;FORMOSA 612
15385;Comuna 1;CALLE;OCAMPO, VICTORIA y MANSO JUANA
15386;Comuna 12;CALLE;JURAMENTO 5831
15387;Comuna 12;CALLE;ACHA, MARIANO, GRAL. y NAHUEL HUAPI
15388;Comuna 5;AVENIDA;GUARDIA VIEJA y MEDRANO AV.
15389;Comuna 9;AVENIDA;SAN JUAN BAUTISTA DE LA SALLE AV. 1892
15390;Comuna 6;AVENIDA;PUEYRREDON, HONORIO, DR. AV. 965
15391;Comuna 15;AVENIDA;SAN MARTIN AV. 3081
15392;Comuna 13;CALLE;HERNANDEZ, JOSE 1350
15393;Comuna 10;CALLE;BASUALDO 585
15394;Comuna 6;CALLE;ROSARIO 532
15395;Comuna 9;AUTOPISTA;AUTOPISTA PERITO MORENO Y PJE (J.B. JUSTO 9100)
15396;Comuna 4;AVENIDA;RABANAL, FRANCISCO, INTENDENTE AV. y CRESPO
15397;Comuna 9;AVENIDA;DE LOS CORRALES AV. 7491
15398;Comuna 9;CALLE;ACOSTA, MARIANO 1600
15399;Comuna 8;CALLE;CALOU, JUAN P. y LARRAYA
15400;Comuna 2;CALLE;PADRE CARLOS MUGICA 3150
15401;Comuna 7;AVENIDA;COBO AV. y VIEL
15402;Comuna 7;AVENIDA;VARELA AV. 954
15403;Comuna 2;AVENIDA;DEL LIBERTADOR AV. 999
15404;Comuna 15;AVENIDA;DORREGO AV. 300
15405;Comuna 8;AVENIDA;PIEDRA BUENA AV. y DELLEPIANE, LUIS, TTE. GRAL.
15406;Comuna 12;AVENIDA;CONGRESO AV. y ESTOMBA
15407;Comuna 5;AVENIDA;DIAZ VELEZ AV. 3681
15408;Comuna 11;AVENIDA;NAZCA AV. 2975
15409;Comuna 7;AVENIDA;PERON, EVA AV. 3327
15410;Comuna 9;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 7200
15411;Comuna 7;AVENIDA;MORENO, JOSE MARIA AV. y BALBASTRO
15412;Comuna 3;AVENIDA;JUJUY AV. 255
15413;Comuna 3;AVENIDA;JUJUY AV. 368
15414;Comuna 4;CALLE;TABARE 1500
15415;Comuna 15;CALLE;LAVALLEJA 521
15416;Comuna 8;CALLE;LAFUENTE 2900
15417;Comuna 11;CALLE;CARACAS 1700
15418;Comuna 7;CALLE;BOYACA y MENDEZ DE ANDES
15419;Comuna 8;CALLE;TABARE y CAÑADA DE GOMEZ
15420;Comuna 5;CALLE;RIO DE JANEIRO 595
15421;Comuna 4;CALLE;SUAREZ 2900
15422;Comuna 1;AUTOPISTA;BOLIVAR 1275
15423;Comuna 8;AV. GRAL. PAZ;BARROS PAZOS, JOSE y SUAREZ, JOSE LEON
15424;Comuna 15;AVENIDA;CORDOBA AV. 5260
15425;Comuna 15;AVENIDA;DE LOS CONSTITUYENTES AV. y MORAN, PEDRO
15426;Comuna 7;AVENIDA;GAONA AV. 2482
15427;Comuna 13;AVENIDA;LACROZE, FEDERICO AV. 2467
15428;Comuna 4;CALLE;LUZURIAGA y SUAREZ
15429;Comuna 13;CALLE;BESARES y 11 DE SEPTIEMBRE DE 1888
15430;Comuna 11;CALLE;LOZANO, PEDRO 3325
15431;Comuna 15;CALLE;FITZ ROY 200
15432;Comuna 3;CALLE;SAAVEDRA 20
15433;Comuna 8;AUTOPISTA;CAFAYATE 4151
15434;Comuna 15;AVENIDA;JUSTO, JUAN B. AV. 3927
15435;Comuna 7;AVENIDA;ALBERDI, JUAN BAUTISTA AV. 2922
15436;Comuna 13;AVENIDA;DEL LIBERTADOR AV. y LARRALDE, CRISOLOGO AV.
15437;Comuna 10;AVENIDA;BYRON y RIVADAVIA AV.
15438;Comuna 15;AVENIDA;FOREST AV. 1256
15439;Comuna 1;CALLE;MONTEVIDEO 786
15440;Comuna 8;CALLE;DELLEPIANE, LUIS, TTE. GRAL. y MIRALLA
15441;Comuna 15;CALLE;LA PAMPA 4600
15442;Comuna 15;CALLE;ACEVEDO 727
15443;Comuna 2;CALLE;RIOBAMBA 1092
15444;Comuna 6;AVENIDA;DIAZ VELEZ AV. 4924
15445;Comuna 7;AVENIDA;SAN PEDRITO AV. 149
15446;Comuna 12;AVENIDA;BALBIN, RICARDO, DR. AV. 4650
15447;Comuna 7;AVENIDA;DIRECTORIO AV. 1138
15448;Comuna 6;AVENIDA;RIVADAVIA AV. 4580
15449;Comuna 14;AVENIDA;CHENAUT, INDALESIO, GRAL. AV. y CAMPOS, LUIS M. AV.
15450;Comuna 3;AVENIDA;RIVADAVIA AV. y ESPARZA
15451;Comuna 8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y SUAREZ, JOSE LEON
15452;Comuna 3;AVENIDA;RIVADAVIA AV. 2880
15453;Comuna 3;AVENIDA;RIVADAVIA AV. 3000
15454;Comuna 15;AVENIDA;CARRIL, SALVADOR MARIA DEL AV. y CARACAS
15455;Comuna 4;AVENIDA;CASEROS AV. y CATAMARCA
15456;Comuna 8;AVENIDA;SOLDADO DE LA FRONTERA AV. 5130
15457;Comuna 10;CALLE;SIMBRON y BAUZA, FRANCISCO
15458;Comuna 6;CALLE;SAN JOSE DE CALASANZ 220
15459;Comuna 1;CALLE;GRIERSON, CECILIA 322
15460;Comuna 15;CALLE;AVALOS 940
15461;Comuna 11;CALLE;GAVILAN 1636
15462;Comuna 13;CALLE;ARREDONDO, VIRREY 2425
15463;Comuna 3;CALLE;SARMIENTO 2346
15464;Comuna 2;CALLE;ALVEAR, MARCELO T. DE 2257
15465;Comuna 14;CALLE;
15466;Comuna 8;AUTOPISTA;AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA y 27 DE FEBRERO AV.
15467;Comuna 11;AV. GRAL. PAZ;PAZ, GRAL. AV. 6312
15468;Comuna 8;AVENIDA;ESCALADA AV. 2437
15469;Comuna 7;AVENIDA;COBO AV. 877
15470;Comuna 12;AVENIDA;ALBARELLOS AV. y DEL FOMENTISTA AV.
15471;Comuna 14;AVENIDA;DIAZ, CNEL. AV. y SOLER
15472;Comuna 4;AVENIDA;ZAVALETA y CASEROS AV.
15473;Comuna 11;CALLE;LOPEZ, CARLOS ANTONIO y MERCEDES
15474;Comuna 15;CALLE;VIALE, LUIS e HIDALGO
15475;Comuna 12;CALLE;RAMALLO y MACHAIN
15476;Comuna 3;CALLE;PERON, JUAN DOMINGO, TTE. GENERAL 2669
15477;Comuna 1;CALLE;PAVON 1439
15478;Comuna 4;CALLE;CHUTRO, PEDRO, PROF., DR. y GARCIA, MANUEL
15479;Comuna 12;CALLE;GRIVEO 2459
15480;Comuna 15;CALLE;MIGUEL ANGEL 1873
15481;Comuna 14;CALLE;GARCIA, TEODORO 2300
15482;Comuna 1;AVENIDA;ENTRE RIOS AV. 1628
15483;Comuna 7;AVENIDA;MORENO, PERITO AV. 2076
15484;Comuna 10;CALLE;CALDERON DE LA BARCA, PEDRO y MORON
15485;Comuna 1;CALLE;SAN JOSE 264
15486;Comuna 1;CALLE;SUIPACHA 355
15487;Comuna 10;CALLE;GONZALEZ, JOAQUIN V. 456
15488;Comuna 15;CALLE;MALABIA y CAMARGO
15489;Comuna 9;CALLE;ACASSUSO y CAÑADA DE GOMEZ
15490;Comuna 3;CALLE;LAVALLE y AZCUENAGA
15491;Comuna 15;AVENIDA;MAURE y ALVAREZ THOMAS AV.
15492;Comuna 9;AVENIDA;PERON, EVA AV. y CUYO
15493;Comuna 12;CALLE;MONROE y VALDENEGRO
15494;Comuna 4;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1394
15495;Comuna 15;AVENIDA;JUSTO, JUAN B. AV. 2800
15496;Comuna 4;AVENIDA;CACHI y MORENO, PERITO AV.
15497;Comuna 1;AVENIDA;ALEM, LEANDRO N. AV. 346
15498;Comuna 12;CALLE;PEREZ, ROQUE 4890
15499;Comuna 1;AVENIDA;PASEO COLON AV. 650
15500;Comuna 15;AVENIDA;CORDOBA AV. y NEWBERY, JORGE AV.
15501;Comuna 8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3900
15502;Comuna 8;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PERGAMINO
15503;Comuna 6;AVENIDA;GOYENA, PEDRO AV. 1389
15504;Comuna 10;CALLE;SANABRIA y MIRANDA
15505;Comuna 10;CALLE;RAFAELA 4751
15506;Comuna 10;CALLE;YERBAL y OLMOS, JUAN FRANCISCO
15507;Comuna 10;CALLE;ATAHUALPA y CAMARONES
15508;Comuna 8;AV. GRAL. PAZ;PAZ, GRAL. AV. 17000
15509;Comuna 15;AVENIDA;TRELLES, MANUEL R. AV. y RODRIGUEZ, MANUEL A., GENERAL
15510;Comuna 14;AVENIDA;CAMPOS, LUIS M. AV. y ZABALA
15511;Comuna 5;AVENIDA;INDEPENDENCIA AV. 3851
15512;Comuna 7;AVENIDA;BONORINO, ESTEBAN, CNEL. AV. 36
15513;Comuna 11;AVENIDA;MOSCONI GENERAL AV. y BAHIA BLANCA
15514;Comuna 2;AVENIDA;PUEYRREDON AV. 2446
15515;Comuna 1;CALLE;MONTEVIDEO y MITRE, BARTOLOME
15516;Comuna 13;CALLE;11 DE SEPTIEMBRE DE 1888 y PINO, VIRREY DEL
15517;Comuna 2;CALLE;AZCUENAGA 950
15518;Comuna 10;CALLE;GONZALEZ, ELPIDIO y ECHENAGUCIA
15519;Comuna 6;CALLE;ROSARIO 700
15520;Comuna 5;AVENIDA;MEDRANO AV. 325
15521;Comuna 7;AVENIDA;NAZCA AV. 79
15522;Comuna 3;AVENIDA;INDEPENDENCIA AV. 1839
15523;Comuna 13;AVENIDA;MONROE AV. 3132
15524;Comuna 1;CALLE;SANTIAGO DEL ESTERO 727
15525;Comuna 12;CALLE;GALVAN 3595
15526;Comuna 12;CALLE;BURELA y LE BRETON, TOMAS A.
15527;Comuna 13;CALLE;HERNANDEZ, JOSE 1889
15528;Comuna 13;CALLE;ROOSEVELT FRANKLIN D. y CONESA
15529;Comuna 3;CALLE;SARMIENTO y AGUERO
15530;Comuna 12;CALLE;BLANCO ENCALADA 5663
15531;Comuna 1;CALLE;SOLIS 1289
15532;Comuna 5;AVENIDA;RIVADAVIA AV. y PRINGLES
15533;Comuna 13;AVENIDA;GUIRALDES, INT. y CANTILO, INT.
15534;Comuna 10;AVENIDA;BEIRO, FRANCISCO AV. 5522
15535;Comuna 7;AVENIDA;GAONA AV. 2900
15536;Comuna 5;AVENIDA;RIVADAVIA AV. 3641
15537;Comuna 4;AVENIDA;SAENZ AV. 837
15538;Comuna 8;AVENIDA;PIEDRA BUENA AV. y ZUVIRIA
15539;Comuna 9;AVENIDA;GARZON, EUGENIO, GRAL. AV. y MURGUIONDO
15540;Comuna 12;AVENIDA;TRIUNVIRATO AV. y MONROE
15541;Comuna 10;CALLE;CAMPANA 481
15542;Comuna 14;CALLE;PARAGUAY 4756
15543;Comuna 2;CALLE;LOPEZ, VICENTE y JUNIN
15544;Comuna 1;AUTOPISTA;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI Y SENDERO SIN NOMBRE OFICIAL - PUENTE SOBRE AU. SUR PTE. FRONDIZI
15545;Comuna 10;AVENIDA;JUSTO, JUAN B. AV. 8200
15546;Comuna 14;AVENIDA;SANTA FE AV. 5100
15547;Comuna 10;AVENIDA;GAONA AV. 5130
15548;Comuna 4;CALLE;AZARA y CERRI, DANIEL, GRAL.
15549;Comuna 15;CALLE;AGUIRRE y FITZ ROY
15550;Comuna 11;CALLE;NUEVA YORK 3952
15551;Comuna 5;AVENIDA;QUITO y CASTRO BARROS AV.
15552;Comuna 10;AVENIDA;MIRANDA y SEGUROLA AV.
15553;Comuna 14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. 5308
15554;Comuna 7;CALLE;ZUVIRIA y SAN JOSE DE CALASANZ
15555;Comuna 14;CALLE;RUGGIERI, SILVIO L. 3071
15556;Comuna 8;CALLE;CAÑADA DE GOMEZ y CORRALES
15557;Comuna 15;AVENIDA;BEIRO, FRANCISCO AV. y ZAMUDIO
15558;Comuna 7;AVENIDA;LA PLATA AV. y ASAMBLEA AV.
15559;Comuna 12;AVENIDA;ARIAS y GOYENECHE, ROBERTO PARQUE AV.
15560;Comuna 4;CALLE;SAN ANTONIO 1238
15561;Comuna 8;CALLE;DELLEPIANE, LUIS, TTE. GRAL. 6872
15562;Comuna 7;CALLE;FLORES, VENANCIO, GRAL. 2910
15563;Comuna 13;CALLE;ARCOS 1744
15564;Comuna 7;CALLE;FLORES, VENANCIO, GRAL. 2945
15565;Comuna 3;CALLE;PICHINCHA y CONSTITUCION
15566;Comuna 14;CALLE;SAN MARTIN DE TOURS y CORONADO, MARTIN
15567;Comuna 5;CALLE;RIO DE JANEIRO 535
15568;Comuna 13;CALLE;OLAZABAL 2314
15569;Comuna 15;CALLE;GIRARDOT y DONADO
15570;Comuna 2;CALLE;PARAGUAY 1523
15571;Comuna 11;CALLE;TERRADA y BELAUSTEGUI, LUIS, DR.
15572;Comuna 7;AUTOPISTA;ZUVIRIA y CURAPALIGUE AV.
15573;Comuna 6;AVENIDA;AVELLANEDA AV. 1500
15574;Comuna 10;AVENIDA;GOYA y RIVADAVIA AV.
15575;Comuna 4;AVENIDA;SAENZ AV. 934
15576;Comuna 5;AVENIDA;DIAZ VELEZ AV. y BULNES
15577;Comuna 7;AVENIDA;SANTANDER y LAFUENTE AV.
15578;Comuna 1;CALLE;VERA PEÑALOZA, ROSARIO 450
15579;Comuna 14;CALLE;CHARCAS 4650
15580;Comuna 14;CALLE;GODOY CRUZ 2351
15581;Comuna 4;CALLE;RIO CUARTO 4875
15582;Comuna 10;CALLE;SASTRE, MARCOS y MOLIERE
15583;Comuna 3;AVENIDA;CORRIENTES AV. 2040
15584;Comuna 11;AVENIDA;CABEZON, JOSE LEON y FAGNANO, JOSE AV.
15585;Comuna 15;AVENIDA;VICTORICA, BENJAMIN, GENERAL, AV. y CADIZ
15586;Comuna 10;AVENIDA;RUIZ DE LOS LLANOS y BACACAY AV.
15587;Comuna 14;AVENIDA;SCALABRINI ORTIZ, RAUL AV. 1207
15588;Comuna 6;AVENIDA;ACOYTE AV. 490
15589;Comuna 14;AVENIDA;FIGUEROA ALCORTA, PRES. AV. 3099
15590;Comuna 1;AVENIDA;CASEROS AV. 971
15591;Comuna 11;AVENIDA;SAN MARTIN AV. 4100
15592;Comuna 12;AVENIDA;CABILDO AV. 4900
15593;Comuna 14;AVENIDA;DEL LIBERTADOR AV. 1900
15594;Comuna 4;AVENIDA;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 1200
